,created_at,tweet,clean_tweets,tweet_len,sentiment
234,2020-03-10 17:11:48,"RT @ABSCBNNews: Qantas grounds planes, CEO forgoes pay as #COVID19 spreads https://t.co/4IDj1PBEHt",abscbnnews qantas ground plane ceo forgoes pay covid spread idj pbeht,69,0
235,2020-03-10 17:11:48,RT @BermudezWrites: Amazing🥳 Coming March 18 to the @latimes: a new podcast about Asian American identity by columnist ⁦@frankshyong⁩ &amp; ent…,bermudezwrites amazing coming march latimes new podcast asian american identity lumnist frankshyong amp ent,107,1
236,2020-03-10 17:11:48,"RT @thomaskaine5: When reporters tried to question trump/republicans corona-virus policy ""Don't Test, Don'tTreat, Don't Tell"",  White House…",thomaskaine repo er tried question trump republican rona virus policy test ttreat tell white house,98,0
237,2020-03-10 17:11:48,"RT @ezraklein: Even if you're not at high risk with coronavirus, what you do matters for those who are. https://t.co/dFF0DIspHf",ezraklein even high risk ronavirus matter dff disphf,52,1
238,2020-03-10 17:11:48,RT @streetpeopleLA: Everybody freaking out about #corona but we have actual zombies all over #SanFrancisco and #LosAngeles for the last few…,streetpeoplela everybody freaking rona actual zombie sanfrancis losangeles last,79,0
239,2020-03-10 17:11:48,"RT @goddess_feett: Mmmhhhhhhhh I love ball busting
They wouldn't call them balls
if they wernt ment to be kicked

@rt_feet @rtpromo2k19 @…",goddess feett mmmhhhhhhhh love ball busting call ball wernt ment kicked foot promo,82,1
240,2020-03-10 17:11:48,"RT @heckyessica: This is a blatant lie. @realDonaldTrump was leaving the briefing room, after handing over the mic to VP Pence. Someone yel…",heckyessica blatant lie realdonaldtrump leaving briefing room handing mic vp penny someone yel,94,-1
241,2020-03-10 17:11:48,RT @B52Malmet: Trump to meet with Senate Republicans as he faces backlash on coronavirus economic plan. Trump is talking with his peeps on…,malmet trump meet senate republican face backlash ronavirus nomic plan trump talking peep,89,0
242,2020-03-10 17:11:48,RT @TrilliamClinton: Corona got these flights cheap as hell I gotta job interview in Greece Monday,trilliamclinton corona got flight cheap hell gotta job interview greece monday,78,1
243,2020-03-10 17:11:48,"RT @RudyGiuliani: “It took Barack Obama until October of 2009 to declare Swine Flu a National Health Emergency.

It began in April of ‘09 b…",rudygiuliani took barack obama october declare swine flu national health emergency began april,94,0
244,2020-03-10 17:11:48,"RT @TheMedicaIVideo: Couple kissing with surgical masks to prevent infection during a flu epidemic, 1937. https://t.co/qEreUjKkvc",themedicaivideo couple kissing surgical mask prevent infection flu epidemic qereujkkvc,86,0
245,2020-03-10 17:11:48,"@nytimes Health officials said it creates a Stigma.
Yet
Spanish Flu
Ebola
Hantaan

Whole list's of Virus named afte… https://t.co/VkTK39pWUk",nytimes health official said creates stigma yet spanish flu ebola hantaan whole list virus named afte vktk pwuk,111,1
246,2020-03-10 17:11:48,RT @politicususa: Trump has asked Attorney General William Barr to launch a Department of Justice investigation into the media’s coronaviru…,politicususa trump asked attorney general william barr launch depa ment justice investigation medium ronaviru,109,1
247,2020-03-10 17:11:48,"RT @nicolebyer: Overheard in the bathroom at the airport

Child: we have to wash our hands now because of Corona

Mom: that’s right baby…",ni lebyer overheard bathroom airpo child wash hand corona mom right baby,72,1
248,2020-03-10 17:11:48,"RT @spectatorindegs: BREAKING: Daniel Radcliffe tests positive for coronavirus, The actor is said to be the first famous person to be publi…",spectatorindegs breaking daniel radcliffe test positive ronavirus actor said first famous person publi,102,1
249,2020-03-10 17:11:48,If Envoi Allen loses after being backed into 4/6 I hope I catch coronavirus.,envoi allen loses backed hope catch ronavirus,45,-1
250,2020-03-10 17:11:48,"As discussed in today's #MMOWeekly, #Cannes is standing firm in their position that they won't cancel due to… https://t.co/MiPpYWUQWA",discussed today mmoweekly cannes standing firm position cancel due mippywuqwa,77,-1
251,2020-03-10 17:11:48,"#BREAKING
First #COVID19 death reported in #NewJersey, acc'd to NJ Gov. #PhilMurphy and Lt. Gov. #SheilaOliver join… https://t.co/bTYaqwPVtN",breaking first covid death repo ed newjersey acc nj gov philmurphy lt gov sheilaoliver join btyaqwpvtn,102,1
252,2020-03-10 17:11:48,"RT @DrEricDing: I used my doctorate in epidemiology on CNN to the max by teaching people how to wash 🧼 their hands, clean their📱, wipe tabl…",drericding used doctorate epidemiology cnn max teaching people wash hand clean wipe tabl,88,1
253,2020-03-10 17:11:49,RT @RealDoctorMike: Continuing my battle on misinformation during the #COVID19 outbreak ⛑🦠💪🏼 Arm yourself with quality sources so you can m…,realdoctormike continuing battle misinformation covid outbreak arm quality source,81,0
254,2020-03-10 17:11:49,"RT @MiltonWolfMD: This doctor’s advice for surviving the Wuhan #coronavirus:

1.  Stay calm.

2. Wash your hands.

3. Turn off the garbage…",miltonwolfmd doctor advice surviving wuhan ronavirus stay calm wash hand turn garbage,85,1
255,2020-03-10 17:11:49,RT @JoeSilverman7: It’s like history began in December. https://t.co/ase3EnRBXP,joesilverman like history began december ase enrbxp,51,0
256,2020-03-10 17:11:49,"RT @northwaleslive: Two more announced for North Wales
https://t.co/xpTjB7RXmy",hwaleslive two announced wale xptjb rxmy,40,0
257,2020-03-10 17:11:48,RT @eleven8: Coronavirus got Megan ridesharing the boat 😭😩,eleven coronavirus got megan ridesharing boat,45,0
258,2020-03-10 17:11:48,"https://t.co/dufHFw8mlv

Is your #hospital, #medical center, or #clinic looking for a resource for #tabletop exerci… https://t.co/arPAnnKZ3a",dufhfw mlv hospital medical center clinic looking resource tabletop exerci arpannkz,83,-1
259,2020-03-10 17:11:49,RT @jessehawken: The film studios updating their release schedules due to the Coronavirus https://t.co/BwB1G4H93J,jessehawken film studio updating release schedule due coronavirus bwb,69,-1
260,2020-03-10 17:11:49,@lifesafeast @BoKnowsNews @JoeBiden @CBSNews Well you never know when you're going to run into a heavily armed coronavirus in a dark alley!,lifesafeast boknowsnews joebiden cbsnews well never know going run heavily armed ronavirus dark alley,101,-1
261,2020-03-10 17:11:49,"RT @JMctalk: They need to implicitly state the certain health conditions that are being barred from the trial, so that people with these he…",jmctalk need implicitly state ce health nditions barred trial people,68,0
262,2020-03-10 17:11:49,The corona in Philly 😩😩,rona philly,11,0
263,2020-03-10 17:11:49,RT @kidmanscill: My wife and I get corona virus. We go to Disneyland and ride California screamin. The park finds out and quarantines us on…,kidmanscill wife get rona virus go disneyland ride california screamin park find quarantine u,93,0
264,2020-03-10 17:11:49,RT @nationalparke: here is the video https://t.co/16jS9Clzi7,nationalparke video j clzi,26,0
265,2020-03-10 17:11:49,@jordylancaster Everyone that thinks the coronavirus is going to overwhelm our healthcare system really needs to co… https://t.co/bMomQz15AE,jordylancaster everyone think ronavirus going overwhelm healthcare system really need bmomqz ae,95,1
266,2020-03-10 17:11:49,RT @BL000DYSUSHI: Lmfaoooooo,bl dysushi lmfaoooooo,21,0
267,2020-03-10 17:11:49,PENTAGON SAYS ADOPTS SOCIAL DISTANCING AT NEWS BRIEFINGS AND MEETINGS OVER CORONAVIRUS CONCERNS,pentagon say adopts social distancing news briefing meeting coronavirus concern,79,1
268,2020-03-10 17:11:49,RT @TVietor08: Look at how Fox News covered Ebola vs Coronavirus. This is why Democrats should shun the network. It is literally Trump's pr…,tvietor look fox news vered ebola v coronavirus democrat shun network literally trump pr,88,0
269,2020-03-10 17:11:49,"RT @_SJPeace_: This is how Singapore is fighting the Corona Virus

WOW!

This is what a government that cares about its people looks like.…",sjpeace singapore fighting corona virus wow government care people look like,76,1
270,2020-03-10 17:11:49,"RT @robpegoraro: In case you were wondering how bad things are for airlines, here are some gruesome stats from United president (and soon C…",robpegoraro case wondering bad thing airline gruesome stats united president soon,81,-1
271,2020-03-10 17:11:49,RT @scorydott: Please Read The Thread ➡,rydott please read thread,25,0
272,2020-03-10 17:11:49,"RT @McFaul: And to disguise their evil scheme here in the US, the Democrats also triggered massive hysteria &amp; economic dislocation around t…",mcfaul disguise evil scheme u democrat also triggered massive hysteria amp nomic dislocation around,99,-1
273,2020-03-10 17:11:49,"RT @MailOnline: China used extreme measures to halt coronavirus that democracies will struggle to replicate, expert warns https://t.co/Q78b…",mailonline china used extreme measure halt ronavirus democracy struggle replicate expe warns,92,-1
274,2020-03-10 17:11:49,"@Jim_OConnell @nytimes Yes... REALLY!!

https://t.co/kRJqr2PA6I",jim oconnell nytimes yes really krjqr pa,40,1
275,2020-03-10 17:11:49,"RT @BNODesk: Testing at hospitals in the southern Netherlands shows 4% of health care workers is infected with coronavirus, officials say.…",bnodesk testing hospital southern netherlands show health care worker infected ronavirus official say,101,0
276,2020-03-10 17:11:49,"RT @thomaskaine5: When reporters tried to question trump/republicans corona-virus policy ""Don't Test, Don'tTreat, Don't Tell"",  White House…",thomaskaine repo er tried question trump republican rona virus policy test ttreat tell white house,98,0
277,2020-03-10 17:11:49,RT @MattBellassai: claire saffitz hasn’t posted a gourmet makes episode in two weeks because she’s making the coronavirus vaccine from scra…,mattbellassai claire saffitz posted gourmet make episode two week making ronavirus vaccine scra,95,0
278,2020-03-10 17:11:49,RT @RichardEngel: A top immunologist and virologist i’ve spoken to both believe New York/tristate area is a growing and emerging coronaviru…,richardengel top immunologist virologist spoken believe new york tristate area growing emerging ronaviru,104,1
279,2020-03-10 17:11:49,Are other states also taking such measures?,state also taking measure,25,0
280,2020-03-10 17:11:49,"RT @rooshv: Advice on when to go to the hospital:
-Fever over 102 degrees F
-Shortness of breath
-Having to use chest muscles to breathe pr…",rooshv advice go hospital fever degree sho ness breath use chest muscle breathe pr,82,0
281,2020-03-10 17:11:49,RT @DeItaOne: ITALY DEATH TOLL FROM CORONAVIRUS OUTBREAK RISES TO 631 FROM 463 ON MONDAY - OFFICIAL,deitaone italy death toll coronavirus outbreak rise monday official,67,0
282,2020-03-10 17:11:49,"RT @__ariannalp: crap this virus is turning all the people into pigeons

#coronavirus https://t.co/UopvX9BqZD",ariannalp crap virus turning people pigeon ronavirus uopvx bqzd,63,-1
283,2020-03-10 17:11:49,"RT @enystrom23: Even when Coronavirus cases hit 1 million worldwide thats 1,000,000/7,700,000,000 (world’s population = .0129% (corrected)…",enystrom even coronavirus case hit million worldwide thats world population rrected,83,0
284,2020-03-10 17:11:49,"RT @Italianmike: Difference of how Fake News reports;

.@BarackObama ....H1N1 Virus
U.S Cases       60.8 million
U.S. Deaths     22,469
Pan…",italianmike difference fake news repo barackobama virus case million death pan,78,-1
285,2020-03-10 17:11:49,"RT @Grace4NY: I’m embarrassed to be his colleague. I’m so disgusted. We await his apology to the nation, the Chinese-American and #AAPI com…",grace ny embarrassed lleague disgusted await apology nation chinese american aapi,81,-1
286,2020-03-10 17:11:49,RT @FairyQ15: By all accounts it looks as though the Government is holding back on on certain information re the coronavirus https://t.co/9…,fairyq ac unts look though government holding back ce information ronavirus,75,0
287,2020-03-10 17:11:49,"RT @AshaRangappa_: As we have learned (duh) from the CPAC debacle, a virus does not discriminate based on political ideology — and neither…",asharangappa learned duh cpac debacle virus discriminate based political ideology neither,89,-1
288,2020-03-10 17:11:49,@oddrt 🤣 you’ve just solved Coronavirus right there! 👍,odd solved coronavirus right,28,1
289,2020-03-10 17:11:49,"RT @thisisjustaride: JOE BIDEN LITERALLY SAID HE'LL VETO MEDICARE FOR ALL.

DURING THE CORONAVIRUS OUTBREAK.

ON TV.

THIS MAN IS NOT ELECT…",thisisjustaride joe biden literally said veto medicare coronavirus outbreak tv man elect,88,1
290,2020-03-10 17:11:49,RT @BarryAnderson_: European media reporting that postponing Euro 2020 until summer 2021 may happen. Some countries apparently asking UEFA…,barryanderson european medium repo ing postponing euro summer may happen untries apparently asking uefa,103,1
291,2020-03-10 17:11:49,RT @rising_serpent: Gavin Newsom issues an astoundingly  glowing endorsement of Trump and Pence's handling of coronavirus and cruise ship r…,rising serpent gavin newsom issue astoundingly glowing endorsement trump penny handling ronavirus cruise ship,109,1
292,2020-03-10 17:11:49,RT @JadenZombie: @SilsbeeISD  silsbee high school has bats in the school @12News https://t.co/2T1yTkauKj,jadenzombie silsbeeisd silsbee high school bat school news ytkaukj,66,1
293,2020-03-10 17:11:49,RT @rcbregman: The most important graph in the world right now https://t.co/Im8VQNPzNt https://t.co/VTNwR8bMCK,rcbregman impo ant graph world right im vqnpznt vtnwr bmck,58,1
294,2020-03-10 17:11:49,"RT @LaurelCoons: #Exponential Growth And Epidemics:

🦠Severe acute respiratory syndrome #coronavirus 2 (SARS-CoV-2)

🦠SARS-CoV-2 is the vir…",laurelcoons exponential growth epidemic severe acute respiratory syndrome ronavirus sars cov sars cov vir,105,1
295,2020-03-10 17:11:49,RT @_LarryJ_: Trump dying of coronavirus honestly would be the funniest thing to happen in US history,larryj trump dying ronavirus honestly would funniest thing happen u history,75,1
296,2020-03-10 17:11:49,RT @keywilliamss: So NONE of these Corona Virus cases have been black people?! LEMME FOUND OUT WE IMMUNE. It’s the least God can do after s…,keywilliamss none corona virus case black people lemme found immune least god,77,-1
297,2020-03-10 17:11:49,"RT @BNODesk: Testing at hospitals in the southern Netherlands shows 4% of health care workers is infected with coronavirus, officials say.…",bnodesk testing hospital southern netherlands show health care worker infected ronavirus official say,101,0
298,2020-03-10 17:11:49,"RT @WXII: 🦠 With more cases of coronavirus likely in North Carolina, do you know know which symptoms to watch for?

More details about the…",wxii case ronavirus likely carolina know know symptom watch detail,66,0
299,2020-03-10 17:11:49,"RT @bopinion: Just how deadly is the coronavirus? We made three charts to help amateur epidemiologists understand more
https://t.co/QESImg0…",bopinion deadly ronavirus made three cha help amateur epidemiologist understand qesimg,86,-1
300,2020-03-10 17:11:49,"RT @SHEKSDIARY: Lord, please protect my family &amp; the Philippines from the corona virus 😔🙏🏻",sheksdiary lord please protect family amp philippine rona virus,63,0
301,2020-03-10 17:11:49,@Bryman7076 @CNNnewsroom So far rate in US far exceeds flu,bryman cnnnewsroom far rate u far exceeds flu,45,1
302,2020-03-10 17:11:49,RT @HHSGov: Washing your hands is one of the best ways to help stop the spread of #COVID19. The @Surgeon_General explains the five key step…,hhsgov washing hand one best way help stop spread covid surgeon general explains five key step,94,1
303,2020-03-10 17:11:49,@Ahmadinejad1956 @antonioguterres Id like to point out the evidence still points to the Wuhan virus being an escape… https://t.co/flJbbpqzMH,ahmadinejad antonioguterres id like point evidence still point wuhan virus escape fljbbpqzmh,92,0
304,2020-03-10 17:11:49,NHS 111 service is giving out-of-date coronavirus advice https://t.co/VY8D4W7cft,nh service giving date ronavirus advice vy cft,46,0
305,2020-03-10 17:11:49,RT @realDonaldTrump: Going up fast. We need the Wall more than ever!,realdonaldtrump going fast need wall ever,41,1
306,2020-03-10 17:11:49,"RT @RudyGiuliani: The United States Leading Causes of Death, CDC data:

Heart Disease: 635,260
Cancer: 598,038
Accidents: 161,374
CLRD: 154…",rudygiuliani united state leading cause death cdc data hea disease cancer accident clrd,87,0
307,2020-03-10 17:11:49,RT @eleven8: Coronavirus got Megan ridesharing the boat 😭😩,eleven coronavirus got megan ridesharing boat,45,0
308,2020-03-10 17:11:49,RT @RealDoctorMike: Continuing my battle on misinformation during the #COVID19 outbreak ⛑🦠💪🏼 Arm yourself with quality sources so you can m…,realdoctormike continuing battle misinformation covid outbreak arm quality source,81,0
309,2020-03-10 17:11:49,RT @ChismVargas: Harvard demanding all students to move out of campus by Sunday. #coronavirus https://t.co/QMFwjpRzTD,chismvargas harvard demanding student move campus sunday ronavirus qmfwjprztd,77,0
310,2020-03-10 17:11:49,RT @JustinUul: @paulg I wonder if a similar heuristic can be applied to businesses. Speed of response to covid19 as a sign of adaptability…,justinuul paulg wonder similar heuristic applied business speed response vid sign adaptability,94,0
311,2020-03-10 17:11:50,"RT @lkshawn: #coronavirus is all of #EM nightmares combined:
-people told to ‘just go to the ED’ for everything
-intubating hypoxic pts w…",lkshawn ronavirus em nightmare mbined people told go ed everything intubating hypoxic pt,88,0
312,2020-03-10 17:11:49,"RT @dpakman: Matt Gaetz, who wore a huge gas mask to ridicule people worrying about coronavirus, is now under quarantine hours after flying…",dpakman matt gaetz wore huge gas mask ridicule people worrying ronavirus quarantine hour flying,95,1
313,2020-03-10 17:11:49,"RT @TibetPeople: For decades Chinese practicing violence against Tibetans,#China's violent nature will never solve Tibetan's Problem. WHY #…",tibetpeople decade chinese practicing violence tibetan china violent nature never solve tibetan problem,103,-1
314,2020-03-10 17:11:49,RT @pixiestateomind: Europe importing diseases to Africa... Where have I seen this before?,pixiestateomind europe impo ing disease africa seen,51,0
315,2020-03-10 17:11:50,RT @MeelzTV: Allergy season showing up also during Coronavirus season. Which is it?! https://t.co/fXUbr5uN3l,meelztv allergy season showing also coronavirus season fxubr un,63,0
316,2020-03-10 17:11:50,RT @HotepJesus: America after watching mainstream media's coverage of the Coronavirus. 🤣 https://t.co/G2if4oB8qR,hotepjesus america watching mainstream medium verage coronavirus ob qr,70,0
317,2020-03-10 17:11:50,"RT @HelenBranswell: Amazing! What South Korea is doing is really bending their #Covid19 epidemic curve. Only 131 new cases today, versus 90…",helenbranswell amazing south korea really bending covid epidemic curve new case today versus,92,1
318,2020-03-10 17:11:50,"RT @sandzNJ: @DrDenaGrayson And China lied too, so Italy and S Korea are the best to look at. Cept S Korea has done really well with contai…",sandznj drdenagrayson china lied italy korea best look cept korea done really well ntai,87,1
319,2020-03-10 17:11:50,"@washingtonpost URGENT Call For Leadership at ALL Levels

Please listen to Fmr Chief USAID, Fmr Homeland Security A… https://t.co/MfkX916wml",washingtonpost urgent call leadership level please listen fmr chief usaid fmr homeland security mfkx wml,104,0
320,2020-03-10 17:11:50,RT @bri_daniella: UCSD cancelling in person classes bc of Coronavirus.. God I’ve seen what you’ve done for other schools,bri daniella ucsd cancelling person class bc coronavirus god seen done school,77,0
321,2020-03-10 17:11:50,"""THEY'RE SHOWING THEIR TRUE COLOURS"" - Corona Hathor Wadjet Pharaoh's Cr... https://t.co/JBT9gWf9rl via @YouTube",showing true colour corona hathor wadjet pharaoh cr jbt gwf rl via youtube,74,1
322,2020-03-10 17:11:50,"RT @SenateGOP: The health and safety of the American people is our top priority.

Together with @realdonaldtrump, the Senate provided the…",senategop health safety american people top priority together realdonaldtrump senate provided,93,1
323,2020-03-10 17:11:50,RT @SominiSengupta: 31 percent of the lowest earners have sick leave. Shameful.,sominisengupta percent lowest earner sick leave shameful,56,-1
324,2020-03-10 17:11:50,"RT @rustinpeace00: We'd be 3 months in to Prime Minister Corbyn this week, with Diane Abbott as Home Secretary &amp; Emily Thornberry as Foreig…",rustinpeace month prime minister corbyn week diane abbott home secretary amp emily thornberry foreig,100,0
325,2020-03-10 17:11:50,RT @ABSCBNNews: Philippines verifying alleged second #COVID19 fatality https://t.co/1t4l4fgvOg,abscbnnews philippine verifying alleged se nd covid fatality fgvog,66,-1
326,2020-03-10 17:11:50,"RT @funder: BREAKING: Trump is looking at providing federal relief for hotels regarding coronavirus, because he owns hotels. Him and his co…",funder breaking trump looking providing federal relief hotel regarding ronavirus owns hotel,91,0
327,2020-03-10 17:11:50,"RT @PoliticusSarah: Pence's big announcement that coronavirus testing is free was a lie. The testing already was free under Obamacare, whic…",politicussarah penny big announcement ronavirus testing free lie testing already free obamacare whic,100,1
328,2020-03-10 17:11:50,RT @Reuters: Chinese President Xi Jinping visited Wuhan for the first time since the #coronavirus outbreak as new cases recede https://t.co…,reuters chinese president xi jinping visited wuhan first time since ronavirus outbreak new case recede,102,1
329,2020-03-10 17:11:50,Rep. Matt Gaetz Hit Up Taco Stand Before Coronavirus Self-Quarantine https://t.co/ihIXysWUyE via @TMZ,rep matt gaetz hit ta stand coronavirus self quarantine ihixyswuye via tmz,74,0
330,2020-03-10 17:11:50,"TABLE FOR ONE, PLEASE. 😝 #today #tuesdaythoughts #news #anxiety #coronavirus #covid19 #stress #mentalhealth #bekind https://t.co/G8FIhnFVef",table one please today tuesdaythoughts news anxiety ronavirus vid stress mentalhealth bekind fihnfvef,101,0
331,2020-03-10 17:11:50,UPdated for some mythbusting from the WHO https://t.co/EpOcZCNzqV,updated mythbusting epoczcnzqv,30,0
332,2020-03-10 17:11:50,President Trump Announces Payroll Tax Cut Relief - Paid Sick Leave - in Response to Coronavirus Panic (VIDEO)… https://t.co/5cPgBu6691,president trump announces payroll tax cut relief paid sick leave response coronavirus panic video cpgbu,103,-1
333,2020-03-10 17:11:50,"RT @CBSNews: Gov. Inslee of Washington said there isn’t a precise number available on the coronavirus’ mortality rate at the moment.

“To f…",cbsnews gov inslee washington said precise number available ronavirus mo ality rate moment,90,1
334,2020-03-10 17:11:50,"RT @humanworkplace: Coronavirus is teaching us that:

1) Healthcare is a right
2) Paid sick time is a right
3) Many, many people could do t…",humanworkplace coronavirus teaching u healthcare right paid sick time right many many people uld,96,1
335,2020-03-10 17:11:50,RT @birth_marxist: why won’t capitalism merely innovate around the problem?,bi marxist capitalism merely innovate around problem,52,-1
336,2020-03-10 17:11:50,"HeiLongJian , China.  Entry/exit permit.  Note that only one trip per day is allowed.  Man in the video lamented th… https://t.co/Y10IGd7qrn",heilongjian china entry exit permit note one trip per day allowed man video lamented th igd qrn,95,0
337,2020-03-10 17:11:50,"RT @humanworkplace: Coronavirus is teaching us that:

1) Healthcare is a right
2) Paid sick time is a right
3) Many, many people could do t…",humanworkplace coronavirus teaching u healthcare right paid sick time right many many people uld,96,1
338,2020-03-10 17:11:50,"RT @BanterFC5: World Health Organization: the coronavirus kills 3% of people that become infected

Me: that won’t be me

—————

FIFA 20: th…",banterfc world health organization ronavirus kill people infected fifa th,73,0
339,2020-03-10 17:11:50,"RT @Jaberuski: 1918: Philadelphia holds a parade to celebrate the end of WWI, 200k people attend. Within 72 hours, all of the city's hospit…",jaberuski philadelphia hold parade celebrate end wwi people attend within hour city hospit,90,-1
340,2020-03-10 17:11:50,RT @business: Florida said it has traced three coronavirus cases to a cruise service company operating out of a seaport in Fort Lauderdale…,business florida said traced three ronavirus case cruise service mpany operating seapo fo lauderdale,100,0
341,2020-03-10 17:11:50,RT @GodLovesUSA1: Gallop poll: 77% of Americans high confidence in the federal govt/Trump admin's ability to handle a potential coronavirus…,godlovesusa gallop poll american high nfidence federal govt trump admin ability handle potential ronavirus,106,1
342,2020-03-10 17:11:50,Pls don’t speak this negativity into existence,pls speak negativity existence,30,0
343,2020-03-10 17:11:50,"RT @RudyGiuliani: The United States Leading Causes of Death, CDC data:

Heart Disease: 635,260
Cancer: 598,038
Accidents: 161,374
CLRD: 154…",rudygiuliani united state leading cause death cdc data hea disease cancer accident clrd,87,0
344,2020-03-10 17:11:50,"One of the better snopes write-ups I have read, good stuff on Did Corona Beer Sales Drop Sharply Due to Fear About… https://t.co/lhIPrqzNlf",one better snopes write ups read good stuff corona beer sale drop sharply due fear lhiprqznlf,93,1
345,2020-03-10 17:11:50,RT @AaronBlake: CDC Director Robert Redfield says danger of coronavirus at the moment is that hospitals are already almost completely full…,aaronblake cdc director robe redfield say danger ronavirus moment hospital already almost mpletely full,103,1
346,2020-03-10 17:11:50,Y’all need to stop with that “Black people can’t get coronavirus” foolishness,need stop black people get ronavirus foolishness,48,-1
347,2020-03-10 17:11:50,"RT @DHSCgovuk: UPDATE on coronavirus (#COVID19) testing in the UK:

As of 9am 10 March 2020, a total of 26,261 people have been tested:

2…",dhscgovuk update ronavirus covid testing uk march total people tested,69,0
348,2020-03-10 17:11:50,"RT @winyeemichelle: This is going to sound kinda mad, but this week, pls consider making your weekly takeout a Chinese takeaway. My family'…",winyeemichelle going sound kinda mad week pls nsider making weekly takeout chinese takeaway family,98,-1
349,2020-03-10 17:11:50,RT @divanificent: Incarcerated people face over-exposure to coronavirus due to the unsanitary conditions of prisons and the context of brut…,divanificent incarcerated people face exposure ronavirus due unsanitary nditions prison ntext brut,98,-1
350,2020-03-10 17:11:50,RT @RangersFC: Coronavirus Update: https://t.co/Zk9ndviyiK https://t.co/aBujzhaSDh,rangersfc coronavirus update zk ndviyik abujzhasdh,50,0
351,2020-03-10 17:11:50,"RT @SenKamalaHarris: Calling it the ""Chinese coronavirus"" isn't just racist, it's dangerous and incites discrimination against Asian Americ…",senkamalaharris calling chinese ronavirus racist dangerous incites discrimination asian americ,94,-1
352,2020-03-10 17:11:50,RT @Partisangirl: Don't buy into official statements that washing your hands alone will prevent the spread of #coronavirus . It spreads thr…,pa isangirl buy official statement washing hand alone prevent spread ronavirus spread thr,89,0
353,2020-03-10 17:11:50,Coronavirus is changing how the world says “hello” — Quartz https://t.co/40GVVNuaf6,coronavirus changing world say hello qua gvvnuaf,48,0
354,2020-03-10 17:11:50,RT @dhanyarajendran: A glimpse of how Kerala is contact tracing. This is a flow chart of the movements by five coronavirus patients in thre…,dhanyarajendran glimpse kerala ntact tracing flow cha movement five ronavirus patient thre,90,0
355,2020-03-10 17:11:50,"RT @hcphtx: We continue to recommend residents taking everyday preventive actions, and help prevent the spread of #respiratory viruses incl…",hcphtx ntinue mmend resident taking everyday preventive action help prevent spread respiratory virus incl,105,-1
356,2020-03-10 17:11:51,RT @realDonaldTrump: Our CoronaVirus Team has been doing a great job. Even Democrat governors have been VERY complimentary!,realdonaldtrump coronavirus team great job even democrat governor mplimentary,77,1
357,2020-03-10 17:11:51,"RT @HelpfulOlive: Dear Boris Johnson

Stiff upper lip does not work against Coronavirus.

Thank you for caring.

The public

#COVID2019uk",helpfulolive dear boris johnson stiff upper lip work coronavirus thank caring public covid uk,93,-1
358,2020-03-10 17:11:51,RT @kidmanscill: My wife and I get corona virus. We go to Disneyland and ride California screamin. The park finds out and quarantines us on…,kidmanscill wife get rona virus go disneyland ride california screamin park find quarantine u,93,0
359,2020-03-10 17:11:51,RT @_LarryJ_: Trump dying of coronavirus honestly would be the funniest thing to happen in US history,larryj trump dying ronavirus honestly would funniest thing happen u history,75,1
360,2020-03-10 17:11:51,"RT @WhiteHouse: The Coronavirus Task Force is working to ensure all Americans have guidance on how to keep their workplaces, schools, homes…",whitehouse coronavirus task force working ensure american guidance keep workplace school home,93,0
361,2020-03-10 17:11:50,RT @onlychyld: Let me tell you what they will NEVER do in the U S of A,onlychyld let tell never,24,0
362,2020-03-10 17:11:51,"RT @CrypticNoOne: That's a free $4,600 for me I'm built different 💯",crypticnoone free built different,33,1
363,2020-03-10 17:11:51,The man had no known travels outside the United States but did travel to New York City.,man known travel outside united state travel new york city,58,1
364,2020-03-10 17:11:51,"RT @dbernstein: A reminder that the President, who derives income from hotels and golf resorts, has a large financial interest in people tr…",dbernstein reminder president derives hotel golf reso large financial interest people tr,88,1
365,2020-03-10 17:11:51,RT @mrs_aasay: Thank you @HaydenWing4 for pointing this out. Uh conspiracy theory alert... did Clorox start the Coronavirus or can they see…,mr aasay thank haydenwing pointing uh nspiracy theory ale clorox sta coronavirus see,84,0
366,2020-03-10 17:11:51,"RT @SteveGuest: Rahm Emanuel's rule: ""You never let a serious crisis go to waste.""

So like clock work, that means Rahm Emanuel is on natio…",steveguest rahm emanuel rule never let serious crisis go waste like clock work mean rahm emanuel natio,102,-1
367,2020-03-10 17:11:51,RT @JStein_WaPo: 🚨🚨🚨🚨President Trump confirms our scoop from last week that the White House is looking at special federal relief for the ho…,jstein wapo president trump nfirms op last week white house looking special federal relief ho,93,1
368,2020-03-10 17:11:51,"@Ange06928417 $NOVN Agree! #CoronaVirus  #SQUEEZE
Gap to fill $3.00!

https://t.co/bD2fYvmnow",ange novn agree coronavirus squeeze gap fill bd fyvmnow,55,0
369,2020-03-10 17:11:51,RT @eleven8: Coronavirus got Megan ridesharing the boat 😭😩,eleven coronavirus got megan ridesharing boat,45,0
370,2020-03-10 17:11:51,"RT @Grace4NY: I’m embarrassed to be his colleague. I’m so disgusted. We await his apology to the nation, the Chinese-American and #AAPI com…",grace ny embarrassed lleague disgusted await apology nation chinese american aapi,81,-1
371,2020-03-10 17:11:51,"RT @bennyjohnson: Compare this Tweet by @DailyMail to what actually happened:

 https://t.co/rKQjIB7Nbc",bennyjohnson compare tweet dailymail actually happened rkqjib nbc,65,0
